Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","195904","Water - Precipitation - rain & snow ( mixed )","1959-04-15","1959-04-01","1959-04-30","","","","","","996","","Chalk River Nuclear Laboratories","32","6",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","195905","Water - Precipitation - rain","1959-05-15","1959-05-01","1959-05-31","","","","","","648","","Chalk River Nuclear Laboratories","24","14.3",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","195906","Water - Precipitation - rain","1959-06-15","1959-06-01","1959-06-30","","","","","","705","","Chalk River Nuclear Laboratories","39","18.7",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","195907","Water - Precipitation - rain","1959-07-15","1959-07-01","1959-07-31","","","","","","582","","Chalk River Nuclear Laboratories","113","21.9",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","195908","Water - Precipitation - rain","1959-08-15","1959-08-01","1959-08-31","","","","","","260","","Chalk River Nuclear Laboratories","106","21.5",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","195909","Water - Precipitation - rain","1959-09-15","1959-09-01","1959-09-30","","","","","","127","","Chalk River Nuclear Laboratories","98","16.5",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","195910","Water - Precipitation - rain","1959-10-15","1959-10-01","1959-10-31","","","","","","101","","Chalk River Nuclear Laboratories","83","6.9",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","195911","Water - Precipitation - rain & snow ( mixed )","1959-11-15","1959-11-01","1959-11-30","","","","","","107","","Chalk River Nuclear Laboratories","84","0.2",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","195912","Water - Precipitation - rain & snow ( mixed )","1959-12-15","1959-12-01","1959-12-31","","","","","","99","","Chalk River Nuclear Laboratories","104","-5.8",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","196001","Water - Precipitation - snow","1960-01-15","1960-01-01","1960-01-31","","","","","","110","","Chalk River Nuclear Laboratories","39","-10.2",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","196002","Water - Precipitation - rain & snow ( mixed )","1960-02-15","1960-02-01","1960-02-29","","","","","","133","","Chalk River Nuclear Laboratories","130","-6.5",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","196003","Water - Precipitation - rain & snow ( mixed )","1960-03-15","1960-03-01","1960-03-31","","","","","","92","","Chalk River Nuclear Laboratories","50","-5.9",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","196004","Water - Precipitation - rain & snow ( mixed )","1960-04-15","1960-04-01","1960-04-30","","","","","","144","","Chalk River Nuclear Laboratories","66","6",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","196005","Water - Precipitation - rain","1960-05-15","1960-05-01","1960-05-31","","","","","","182","","Chalk River Nuclear Laboratories","81","16.5",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","196006","Water - Precipitation - rain","1960-06-15","1960-06-01","1960-06-30","","","","","","250","","Chalk River Nuclear Laboratories","78","18.6",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","196007","Water - Precipitation - rain","1960-07-15","1960-07-01","1960-07-31","","","","","","292","","Chalk River Nuclear Laboratories","76","19.8",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","196008","Water - Precipitation - rain","1960-08-15","1960-08-01","1960-08-31","","","","","","186","","Chalk River Nuclear Laboratories","62","20.1",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","196009","Water - Precipitation - rain","1960-09-15","1960-09-01","1960-09-30","","","","","","133","","Chalk River Nuclear Laboratories","75","15.3",""
"GNIP","GNIP/M/CA/01","OTTAWA (ONTARIO)","CA","7162800","45.32","-75.67","114","Precipitation collectors - unknown","[Partners: CNIP]","196010","Water - Precipitation - rain","1960-10-15","1960-10-01","1960-10-31","","","","","","104","","Chalk River Nuclear Laboratories","37","8.3",""
