1995   9   528.746     4.148  609
1995  10   527.946     2.101  546
1995  11   527.470     2.266  655
1995  12   527.860     2.275  633
1996   1   527.942     2.122  676
1996   2   527.344     3.542  500
1996   3   527.956     3.115  536
1996   4   527.540     1.740  694
1996   5   528.871     4.082  570
1996   6   529.241     4.728  604
1996   7   530.252     5.963  499
1996   8   531.531     3.690  701
1996   9   531.401     3.007  595
1996  10   531.195     3.795  546
1996  11   530.672     2.997  530
1996  12   530.644     1.435  109
1997   1   530.594     4.944  509
1997   2   530.605     2.542  554
1997   3   529.652     1.591  281
1997   4       nan       nan    0
1997   5   529.524     4.650  109
1997   6   532.372     5.132  655
1997   7   533.186     4.237  500
1997   8       nan       nan    0
1997   9   534.017     3.623  214
1997  10   533.595     4.233  211
1997  11       nan       nan    0
1997  12       nan       nan    0
1998   1       nan       nan    0
1998   2       nan       nan    0
1998   3       nan       nan    0
1998   4       nan       nan    0
1998   5   534.876     4.980  351
1998   6   535.169     4.533  614
1998   7   536.785     4.410  584
1998   8   535.648     4.071  517
1998   9   536.878     4.092  644
1998  10   536.803     3.606  727
1998  11   536.072     4.857  376
1998  12   535.976     5.496  628
1999   1   535.611     2.256  710
1999   2   535.289     1.885  659
1999   3   535.799     4.161  571
1999   4   535.944     2.931  582
1999   5   536.106     3.787  518
1999   6   535.988     4.439  623
1999   7   537.063     3.875  594
1999   8   537.132     3.891  703
1999   9   537.314     4.196  527
1999  10   536.815     2.154  659
1999  11   536.479     1.950  594
1999  12   536.795     1.786  403
2000   1   536.671     1.824  704
2000   2   537.020     1.959  684
2000   3   537.347     2.373  700
2000   4   537.242     2.770  689
2000   5   538.730     3.772  203
2000   6       nan       nan    0
2000   7   539.916     2.915  329
2000   8   540.690     3.150  647
2000   9   539.049     3.245  692
2000  10   539.892     3.459  689
2000  11   539.378     2.409  713
2000  12   539.371     1.850  700
2001   1   539.603     2.789  685
2001   2   538.617     2.143  598
2001   3   538.413     2.613  628
2001   4   537.514     3.507  592
2001   5   535.811     6.341  608
2001   6   537.296     6.182  261
2001   7   538.642     3.746  374
2001   8   538.570     3.023  155
